,BACLEARS:ANY,DSB2MITE_SWITCHES,DSB2MITE_SWITCHES:PENALTY_CYCLES,ICACHE_16B:IFDATA_STALL,ICACHE_64B:IFTAG_STALL,IDQ:ALL_DSB_CYCLES_4_UOPS,IDQ:ALL_DSB_CYCLES_ANY_UOPS,IDQ:ALL_MITE_CYCLES_4_UOPS,IDQ:ALL_MITE_CYCLES_ANY_UOPS,IDQ:ALL_MITE_UOPS,IDQ:DSB_UOPS,IDQ:DSB_UOPS_CYCLES,IDQ:MITE_UOPS,IDQ:MITE_UOPS_CYCLES,IDQ:MS_DSB_OCCUR,IDQ:MS_DSB_UOPS,IDQ:MS_DSB_UOPS_CYCLES,IDQ:MS_MITE_UOPS,IDQ:MS_SWITCHES,IDQ:MS_UOPS,IDQ:MS_UOPS_CYCLES,IDQ_UOPS_NOT_DELIVERED:CORE,IDQ_UOPS_NOT_DELIVERED:CYCLES_0_UOPS_DELIV_CORE,IDQ_UOPS_NOT_DELIVERED:CYCLES_FE_WAS_OK,IDQ_UOPS_NOT_DELIVERED:CYCLES_LE_1_UOPS_DELIV_CORE,IDQ_UOPS_NOT_DELIVERED:CYCLES_LE_2_UOPS_DELIV_CORE,IDQ_UOPS_NOT_DELIVERED:CYCLES_LE_3_UOPS_DELIV_CORE
Nekbone,2.2918286816828368e-05,0.007567197321601079,0.006667460672634358,0.0008625946727008211,0.007467737136736426,0.8827283600610629,1.0818083819007895,0.003989770317530066,0.012604195928757092,4.00543410003246,5.090870049847938,1.2453223850162514,0.031618518530937084,0.011047139412897087,0.058922272391924276,0.3979712046573882,0.10745339747774227,0.0511694888616084,0.03599580802981976,0.26659236503258604,0.049410389365632336,0.07023521400296831,0.014776135889837566,5.399344057231599,0.022362427546139638,0.044993317334482336,0.0960690596469376
Nek5000,1.328496883827894e-05,0.0024671403747023985,0.001811575342335811,0.0002121580003921147,0.0020203488509064,0.09610876409504196,0.12257798249825455,0.002924332657975271,0.007246243484614978,0.4318356235204869,0.4640505555100479,0.10582564298587638,0.018898533911645605,0.006362572530414651,0.040340886063708836,0.2447142950370858,0.06228457969320776,0.017440670028295698,0.01371326630649373,0.047726313156020064,0.012440647519249464,0.035044468449396675,0.004482025000326647,0.7295433490752508,0.006520654697487964,0.014431291871632784,0.052366958163166055
XSBench,3.543549312126579e-05,0.019199383297002704,0.0139945848303257,0.00023812519520336782,3.736395167356535e-05,0.10017126803376487,0.13000546638210905,0.003251515096695713,0.006184374853650711,0.4516043087803105,0.4465494808895453,0.11244908594999133,0.018626985366525448,0.004945346001081846,0.005990972258636885,0.03964617375644343,0.010448668503304214,0.016303402666914376,0.006544173959082319,0.04361971798182799,0.011768966747603206,0.1186158730782282,0.0506598310763718,4.614477356014606,0.0578438376775875,0.07667810842229589,0.10936049069903496
openmc,0.0014808080192629108,0.027044443763342262,0.01466203098201264,0.06406627254759509,0.10267822413519838,1.5751728975621464,2.525471524067695,0.05062710498981228,0.14089952739645945,4.579094064414576,7.82488395352123,2.3429665271595943,0.3457580865046416,0.1711172167731273,0.08400578711986402,0.627487728191596,0.14306260171243027,0.13427262150058664,0.056188877052829767,0.8275446143750276,0.1622599991010604,2.6406485937079163,0.35162379989947273,3.74900335563301,0.2934571770572179,0.4652662546189778,0.6872428813319226
picsarlite,1.6016312879202907e-05,0.005607726703506588,0.005383580084678675,0.0009994091467418922,0.002120437876084693,0.5057938035060039,0.6043370880324198,0.0373996250235186,0.04789036499748008,2.3453145350867044,2.4227337844405117,0.5065187133138919,0.06810907672189329,0.01872358505116964,0.062002338924682286,0.5991867811978601,0.16243976508340366,0.1912497572293202,0.04413605329685273,0.34660632685123816,0.09229306020185317,0.13411943268824206,0.02628437033621958,2.277923965161089,0.031236455250126645,0.05473209482373538,0.10416356981384274
picsar,2.6808839386878548e-05,0.009165844858636541,0.008831567383305875,0.0009118261370309234,0.009444427685727877,0.5671882200774652,0.8308865975187434,0.008147712272466677,0.027059424934824473,2.8261538631118133,2.5771593116938063,0.6371759551156824,0.05080297912760205,0.017418654489940594,0.059488957370474785,0.3672353354890967,0.10359779142270778,0.05450405085928165,0.04378959072158936,0.2922318547844133,0.07919987072111404,0.147589821975883,0.02044020686114029,2.8748974863790844,0.026260738189562198,0.054608336080114575,0.10110454246337512
amg2013,0.000471697749130265,0.05217484843628915,0.04852850551881159,0.0001613368964957285,0.0037099045600397546,1.6484225529615149,2.188561672073772,0.16532793609353885,0.3438081062916502,7.446557946292952,6.339663070089654,1.8181328427125485,0.8863735821728855,0.2740886845873402,0.21843857797380706,1.6211080757730931,0.4137632696245985,0.38321456726536696,0.17664771945881302,0.8727595914066235,0.23994044645574,0.9349327514768904,0.12807492061957085,6.311330936210925,0.3452655644107635,0.9907121177000618,2.10399648245536
Castro,6.4194520936377225e-06,0.006554099395426073,0.0062170308053728284,0.0009944973330029377,0.00022752452110916304,0.17259249972585589,0.2318297938353483,0.019556953853368468,0.029192231125531574,1.0902356333883316,1.0130102498401952,0.2065449424018592,0.12549610752217433,0.03474294305787802,0.015647127461042427,0.1008760004049186,0.025334006803884028,0.03726274479530022,0.014933618581015475,0.09238712206716428,0.029153522992571332,0.060715072953353766,0.008627122834157007,0.702679116739369,0.01216846405792588,0.02158278764204186,0.05030221772494466
Laghos,3.581956599547899e-05,0.0363570192997424,0.032942138507415744,0.0016360956577057822,0.003919895395572271,0.2064393892333096,0.28810067428011793,0.05516934254801896,0.1226931186541236,1.4960557683534652,1.0839485438414596,0.24055283773733355,0.4188947817383994,0.13758182461021778,0.1133516937199377,0.6210763692173505,0.1709378202125159,0.0581874966327689,0.09671315455649013,0.111898785984946,0.03015709211178246,0.3374909839117056,0.03443801743922854,3.5014290439505373,0.0574132122612903,0.18394410453349494,0.4098783155875581
pennant,1.3160580523515953e-05,0.0157842967674037,0.01459416529883703,0.0030395922533779872,0.00029872475438722114,0.4147683484199815,0.5076332156660001,0.04249680793607915,0.07246677603209366,1.932993512600052,1.7818101139211997,0.42109350916854416,0.28502616746378856,0.07578424985572077,0.025801849069744413,0.18228238630878094,0.05090042502956888,0.061613117855216414,0.02231584505047304,0.07493830551184164,0.021606594270941228,0.11263510720598087,0.013032603916768328,2.9629762304033145,0.03299107414813288,0.06465542500821597,0.181226184867788
snap,5.55240775147679e-05,0.03717940808118058,0.035046551815832064,0.0034989568513931397,0.0016841888039959075,0.22996826852724803,0.3441791676277261,0.06586480750182201,0.13562670020228834,1.4720645852432144,1.1355690191316667,0.2916132033523569,0.5014257759331111,0.13748268171160646,0.006852558354103403,0.04131421052209086,0.013183835624949793,0.02703319257309124,0.006064096283907247,0.03675261502056163,0.012253088224238266,0.1364914507291422,0.013543482174209065,0.9810826187050636,0.030838275448993573,0.07911059867315255,0.14095419775137674
hpcc_dgemm,3.7080613485618674e-05,0.0018482757481131503,0.0018576066521458407,0.0022275091418382602,0.002399010875517,0.6378763710578237,0.6399186329372603,0.0027263441747305906,0.008522261870078984,2.869607800349062,3.11625379959074,0.6151350822401296,0.020263498745023697,0.0070895488538667405,0.026204195749299983,0.18266234970969386,0.030363762662252783,0.027224061605462167,0.010843243897948359,0.06936532464420404,0.018709192174813448,0.047353231948826215,0.00772443381961532,4.943904530311974,0.010508161657685606,0.01866770726682697,0.049390636298633786
hpcc_random,0.0036991253874642978,0.20773344018301004,0.1997895741889737,0.027226954509116757,0.15905536998839168,0.8693700308605411,1.3295553022380575,0.5293201148392184,1.2235625732767363,7.598592196234463,3.0298771555385544,1.060124437798841,3.6057081802300064,1.1864012507745367,0.06415489100056941,0.4945233014366704,0.1319860817308605,0.42168708864753307,0.0919568085001215,0.5792878850570399,0.15927375198621005,1.1299017686515118,0.20133376345134804,8.356093739588966,0.3777535451302844,0.7509012268398039,1.2095507019627412
hpcc_streams,2.1841673272824973e-06,0.00824689352598062,0.007839660284441424,0.0001041050731518871,0.00010949348795108045,0.16521312553339035,0.2287453684044086,0.0026280116206028646,0.008683166039195184,0.7468504193073641,0.6785537398938472,0.1902100996270239,0.01297002167531,0.004740355171719246,0.08807948481222898,0.5785185401721102,0.15063186083757651,0.07327833086311987,0.043365536065868605,0.07347037969078721,0.02146596358632453,0.14890317621015248,0.020157934165026325,6.05198350465299,0.02846013850354773,0.049699623626679484,0.17393992688867432
hpcg,5.83464637055605e-06,0.004444352168282357,0.003871299405462263,0.0007114553929678285,0.00021293997451190248,0.2854778910962336,0.3477862752589646,0.024976772271708376,0.03340107192504666,1.1465977321816188,1.24799048592052,0.3262957483269948,0.029837965029063145,0.010118848738076612,0.038174299691665116,0.4363294759521632,0.11441938667397387,0.4602826951310765,0.032155547804044664,0.14181604579731846,0.038184092839078816,0.13694795075052174,0.02551080673491788,3.5216884968605746,0.05226848320006586,0.09535705357300593,0.16431496279557742
